Index,URL
232,https://www.redfin.com/MA/Waterfront/158-Commercial-St-02109/unit-6/home/104281132
233,https://www.redfin.com/MA/Boston/183-185-Massachusetts-Ave-02115/unit-602/home/114073789
234,https://www.redfin.com/MA/Brighton/31-Newton-St-02135/home/9030325
235,https://www.redfin.com/MA/Boston/240-Devonshire-St-02110/unit-5308/home/190211729
236,https://www.redfin.com/MA/South-Boston/509-E-1st-St-02127/unit-5/home/171788894
237,https://www.redfin.com/MA/South-Boston/832-E-3rd-St-02127/unit-1/home/193017136
238,https://www.redfin.com/MA/Allston/244-Brighton-Ave-02134/unit-302/home/9326940
239,https://www.redfin.com/MA/South-Boston/39-Story-St-02127/unit-2/home/9309658
240,https://www.redfin.com/MA/Brighton/1501-Commonwealth-Ave-02135/unit-2/home/101661822
241,https://www.redfin.com/MA/Brighton/25-Bentley-St-02135/unit-3/home/187966138
242,https://www.redfin.com/MA/Boston/250-Commonwealth-Ave-02116/unit-14/home/9266607
243,https://www.redfin.com/MA/Chestnut-Hill/50-56-Broadlawn-Park-02467/unit-105/home/9205171
244,https://www.redfin.com/MA/Boston/111-Jersey-St-02215/unit-23D/home/9274545
245,https://www.redfin.com/MA/Boston/1-Charles-St-S-02116/unit-1412/home/9330086
246,https://www.redfin.com/MA/Boston/2-Hawthorne-Pl-02114/unit-7H/home/9274830
247,https://www.redfin.com/MA/Dorchester/56-East-St-02122/unit-1/home/147386110
248,https://www.redfin.com/MA/Boston/223-W-Newton-St-02116/unit-1/home/9274462
249,https://www.redfin.com/MA/Newton/7-Nonantum-St-02458/unit-7/home/40371127
250,https://www.redfin.com/MA/Boston/49-Melcher-St-02210/unit-205/home/177425740
251,https://www.redfin.com/MA/Boston/240-Devonshire-St-02110/unit-4305/home/187502007
252,https://www.redfin.com/MA/Charlestown/4-Hill-St-02129/home/9055946
253,https://www.redfin.com/MA/Dorchester/135-Granite-Ave-02124/unit-36/home/9105920
254,https://www.redfin.com/MA/Charlestown/20-Chestnut-St-02129/unit-1/home/9057139
255,https://www.redfin.com/MA/Jamaica-Plain/425-S-Huntington-Ave-02130/unit-14/home/9142026
256,https://www.redfin.com/MA/Boston/57-Fulton-St-02109/unit-4/home/9268002
257,https://www.redfin.com/MA/Dorchester/80-Florida-St-02124/unit-7/home/9330339
258,https://www.redfin.com/MA/Boston/325-Columbus-Ave-02116/unit-2/home/9249382
259,https://www.redfin.com/MA/South-Boston/25-Lennon-Ct-02127/unit-28/home/11836322
260,https://www.redfin.com/MA/Boston/14-Clarendon-St-02116/unit-402/home/9233087
261,https://www.redfin.com/MA/Jamaica-Plain/16-McBride-St-02130/unit-2/home/144228593
262,https://www.redfin.com/MA/Boston/210-H-St-02127/unit-A/home/193005006
263,https://www.redfin.com/MA/Dorchester/130-Wrentham-St-02124/unit-1/home/175166041
264,https://www.redfin.com/MA/Allston/178-Brighton-Ave-02134/unit-4/home/9308723
265,https://www.redfin.com/MA/Boston/17-W-Bellflower-St-02125/unit-1/home/186359801
266,https://www.redfin.com/MA/Jamaica-Plain/66-Mozart-St-02130/home/9143236
267,https://www.redfin.com/MA/Roslindale/39-Navarre-St-02131/home/9175917
268,https://www.redfin.com/MA/Boston/192-Commonwealth-Ave-02116/unit-6/home/9264851
269,https://www.redfin.com/MA/East-Boston/148-Falcon-St-02128/unit-3/home/193001516
270,https://www.redfin.com/MA/East-Boston/148-Falcon-St-02128/unit-2/home/193001506
271,https://www.redfin.com/MA/South-Boston/224-W-9th-St-02127/unit-1/home/190765872
272,https://www.redfin.com/MA/Roxbury/198-W-Springfield-St-02118/unit-3/home/9287115
273,https://www.redfin.com/MA/Boston/338-Marlborough-St-02115/unit-3/home/9238758
274,https://www.redfin.com/MA/Dorchester/9-Batchelder-St-02125/unit-1/home/181759662
275,https://www.redfin.com/MA/Boston/25-Channel-Ctr-St-02210/unit-811/home/11511777
276,https://www.redfin.com/MA/Boston/135-Seaport-Blvd-02210/unit-1807/home/173331850
277,https://www.redfin.com/MA/Boston/16-Whitford-St-02131/unit-2/home/192993369
278,https://www.redfin.com/MA/Boston/116-Moore-St-02128/unit-304/home/192992601
279,https://www.redfin.com/MA/East-Boston/1106-Saratoga-St-02128/home/9110580
280,https://www.redfin.com/MA/Roslindale/60-Averton-St-02131/home/9175201
281,https://www.redfin.com/MA/Boston/2-Hawthorne-Pl-02114/unit-3F/home/9274690
282,https://www.redfin.com/MA/Brookline/20-Chapel-St-02446/unit-C505/home/12458535
283,https://www.redfin.com/MA/Jamaica-Plain/135-Perkins-St-02130/unit-TH11/home/192988770
284,https://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-217/home/55505585
285,https://www.redfin.com/MA/Jamaica-Plain/66-Round-Hill-St-02130/home/9146921
286,https://www.redfin.com/MA/Boston/60-Charlesgate-W-02215/unit-BA/home/9268817
287,https://www.redfin.com/MA/Boston/581-E-8th-St-02127/home/9194007
288,https://www.redfin.com/MA/Boston/2-Hawthorne-Pl-02114/unit-6M/home/9274805
289,https://www.redfin.com/MA/Boston/69-Lubec-St-02128/unit-402/home/181891156
290,https://www.redfin.com/MA/Boston/430-Stuart-St-02116/unit-25D/home/186044791
291,https://www.redfin.com/MA/Hyde-Park/9-Church-St-02136/home/9122233
292,https://www.redfin.com/MA/East-Boston/75-Webster-St-02128/home/9112043
